gene	geneCat	labelGene	lof_z	wlof
RHBDD3	Other gene (n = 17,031)		0.92052	0
UTS2	Other gene (n = 17,031)		1.1496	0
PLLP	Other gene (n = 17,031)		1.0968	0
YJEFN3	Other gene (n = 17,031)		0.88067	0
CCDC84	Other gene (n = 17,031)		0.50234	0
RRP8	Other gene (n = 17,031)		0.63092	0
VWA5B1	Other gene (n = 17,031)		-0.017216	0
PGLYRP2	Other gene (n = 17,031)		0.60315	0
KRT6B	Other gene (n = 17,031)		0.65726	0
CPA1	Other gene (n = 17,031)		0.60147	0
CDHR3	Other gene (n = 17,031)		0.18615	0
OC90	Other gene (n = 17,031)		0.57348	0
OC90	Other gene (n = 17,031)		0.57348	0
CLCA2	Other gene (n = 17,031)		0.080388	0
REEP5	Other gene (n = 17,031)		0.99912	0
CD55	Other gene (n = 17,031)		0.57326	0
PSAT1	Other gene (n = 17,031)		0.71251	0
INPP1	Other gene (n = 17,031)		0.8078	0
CLDN18	Other gene (n = 17,031)		0.95633	0
APEX1	Other gene (n = 17,031)		0.77523	0
TMEM206	Other gene (n = 17,031)		0.65201	0
ABCC12	Other gene (n = 17,031)		-0.36399	0
MARC1	Other gene (n = 17,031)		0.74047	0
SERGEF	Other gene (n = 17,031)		0.49563	0
SMPDL3B	Other gene (n = 17,031)		0.6814	0
ZADH2	Other gene (n = 17,031)		1.0419	0
EFHD2	Other gene (n = 17,031)		1.0908	0
URM1	Other gene (n = 17,031)		1.1438	0
MCFD2	Other gene (n = 17,031)		1.2054	0
RPS27L	Other gene (n = 17,031)		1.2054	0
HTR6	Other gene (n = 17,031)		0.95318	0
PPA2	Other gene (n = 17,031)		0.62089	0
RP11-176H8.1	Other gene (n = 17,031)		1.2047	0
C3orf22	Other gene (n = 17,031)		1.2053	0
TMEM43	Other gene (n = 17,031)		0.53891	0
OMD	Other gene (n = 17,031)		0.87231	0
SH3TC1	Other gene (n = 17,031)		-0.08581	0
TMEM160	Other gene (n = 17,031)		1.2035	0
DHRS12	Other gene (n = 17,031)		0.70603	0
MED31	Other gene (n = 17,031)		0.99259	0
KRBA2	Other gene (n = 17,031)		0.76866	0
MTERFD1	Other gene (n = 17,031)		0.70423	0
GMPR2	Other gene (n = 17,031)		0.70472	0
DPEP3	Other gene (n = 17,031)		0.64583	0
PTGES2	Other gene (n = 17,031)		0.67557	0
FAM63A	Other gene (n = 17,031)		0.41949	0
SLC25A18	Other gene (n = 17,031)		0.7676	0
GINS1	Other gene (n = 17,031)		0.79931	0
FAM228B	Other gene (n = 17,031)		0.76492	0
BCO2	Other gene (n = 17,031)		0.34839	0
BMP15	Other gene (n = 17,031)		0.94804	0
STEAP1B	Other gene (n = 17,031)		0.87034	0
ARHGEF39	Other gene (n = 17,031)		0.61163	0
DDIT4	Other gene (n = 17,031)		0.98874	0
TSPYL4	Other gene (n = 17,031)		0.86834	0
PHF11	Other gene (n = 17,031)		0.7295	0
NTPCR	Other gene (n = 17,031)		1.0354	0
FEN1	Other gene (n = 17,031)		0.90532	0
PARVB	Other gene (n = 17,031)		0.50812	0
ZNF488	Other gene (n = 17,031)		0.83083	0
GOT1L1	Other gene (n = 17,031)		0.64135	0
SSX3	Other gene (n = 17,031)		1.0861	0
TMEM177	Other gene (n = 17,031)		1.0839	0
YIPF2	Other gene (n = 17,031)		0.72714	0
FCRL3	Other gene (n = 17,031)		0.25492	0
TTC32	Other gene (n = 17,031)		1.1389	0
GALNT15	Other gene (n = 17,031)		0.34185	0
MEP1B	Other gene (n = 17,031)		0.15776	0
EFCAB10	Other gene (n = 17,031)		1.084	0
HN1	Other gene (n = 17,031)		1.0338	0
SUMF2	Other gene (n = 17,031)		0.69522	0
MCHR1	Other gene (n = 17,031)		0.90185	0
C4orf29	Other gene (n = 17,031)		0.52525	0
DAPK2	Other gene (n = 17,031)		0.63312	0
GM2A	Other gene (n = 17,031)		1.1377	0
SLC16A8	Other gene (n = 17,031)		1.0826	0
KRCC1	Other gene (n = 17,031)		0.98583	0
C1QTNF3	Other gene (n = 17,031)		0.75662	0
LIM2	Other gene (n = 17,031)		0.98523	0
FGF23	Other gene (n = 17,031)		1.1373	0
NAA40	Other gene (n = 17,031)		0.68998	0
CDH16	Other gene (n = 17,031)		0.12993	0
ENTHD2	Other gene (n = 17,031)		0.69105	0
TRABD2A	Other gene (n = 17,031)		0.66148	0
MYBPH	Other gene (n = 17,031)		0.49678	0
C2orf47	Other gene (n = 17,031)		0.82271	0
PRELP	Other gene (n = 17,031)		0.8992	0
PDCD1LG2	Other gene (n = 17,031)		0.85937	0
NIF3L1	Other gene (n = 17,031)		0.68816	0
C6orf57	Other gene (n = 17,031)		1.1962	0
CNKSR1	Other gene (n = 17,031)		7.3026e-5	0
PRDX5	Other gene (n = 17,031)		0.93782	0
OXLD1	Other gene (n = 17,031)		1.2684	0
P2RX4	Other gene (n = 17,031)		0.54494	0
RERG	Other gene (n = 17,031)		0.8584	0
ARRDC2	Other gene (n = 17,031)		0.65699	0
CHST12	Other gene (n = 17,031)		0.89457	0
ADPRH	Other gene (n = 17,031)		0.81879	0
NME5	Other gene (n = 17,031)		0.98051	0
CCDC69	Other gene (n = 17,031)		0.54182	0
TMEM8C	Other gene (n = 17,031)		0.93573	0
ADCK1	Other gene (n = 17,031)		0.4423	0
ANGPTL4	Other gene (n = 17,031)		0.5698	0
LITAF	Other gene (n = 17,031)		1.1319	0
IL18	Other gene (n = 17,031)		1.1311	0
ZNF132	Other gene (n = 17,031)		0.51354	0
POLE3	Other gene (n = 17,031)		1.131	0
NUPL2	Other gene (n = 17,031)		0.68224	0
RNF125	Other gene (n = 17,031)		0.8927	0
C1orf177	Other gene (n = 17,031)		0.48569	0
COA1	Other gene (n = 17,031)		1.0735	0
KCNJ1	Other gene (n = 17,031)		0.89175	0
MB	Other gene (n = 17,031)		1.1294	0
ANKDD1A	Other gene (n = 17,031)		0.36216	0
C11orf49	Other gene (n = 17,031)		0.56327	0
MKKS	Other gene (n = 17,031)		0.64846	0
GTDC1	Other gene (n = 17,031)		0.51007	0
TTLL9	Other gene (n = 17,031)		0.31805	0
TTC7A	Other gene (n = 17,031)		-0.046584	0
ASB15	Other gene (n = 17,031)		0.40708	0
BPIFB2	Other gene (n = 17,031)		0.53444	0
EPHA10	Other gene (n = 17,031)		0.069028	0
UGT1A5	Other gene (n = 17,031)		0.67798	0
TMPRSS11A	Other gene (n = 17,031)		0.40635	0
SLC41A3	Other gene (n = 17,031)		0.47939	0
C17orf98	Other gene (n = 17,031)		1.0723	0
SERP1	Other gene (n = 17,031)		1.2643	0
NSG1	Other gene (n = 17,031)		1.0731	0
CASP10	Other gene (n = 17,031)		0.52933	0
PRPSAP1	Other gene (n = 17,031)		0.73944	0
RHOF	Other gene (n = 17,031)		0.92863	0
UNC5CL	Other gene (n = 17,031)		0.47593	0
PCK1	Other gene (n = 17,031)		0.42652	0
PEBP4	Other gene (n = 17,031)		0.88705	0
CBLN3	Other gene (n = 17,031)		0.97337	0
NARF	Other gene (n = 17,031)		0.50277	0
PMEL	Other gene (n = 17,031)		0.30987	0
SYNDIG1L	Other gene (n = 17,031)		1.0706	0
MACC1	Other gene (n = 17,031)		0.28313	0
MBLAC2	Other gene (n = 17,031)		0.88394	0
HAPLN2	Other gene (n = 17,031)		0.77274	0
SAMD10	Other gene (n = 17,031)		0.97044	0
FAM19A4	Other gene (n = 17,031)		0.97147	0
CES2	Other gene (n = 17,031)		0.3739	0
FCHSD1	Other gene (n = 17,031)		-0.065497	0
ASPRV1	Other gene (n = 17,031)		1.0702	0
PECR	Other gene (n = 17,031)		0.70513	0
B3GALTL	Other gene (n = 17,031)		0.34717	0
TVP23A	Other gene (n = 17,031)		0.73498	0
SRD5A1	Other gene (n = 17,031)		0.84351	0
C9orf171	Other gene (n = 17,031)		0.73586	0
MYL6	Other gene (n = 17,031)		0.96649	0
TAF1C	Other gene (n = 17,031)		0.11164	0
CASP14	Other gene (n = 17,031)		0.80353	0
C15orf65	Other gene (n = 17,031)		1.2593	0
ORM1	Other gene (n = 17,031)		0.84004	0
MMAA	Other gene (n = 17,031)		0.49425	0
RMND5B	Other gene (n = 17,031)		0.46667	0
PON1	Other gene (n = 17,031)		0.57779	0
DYTN	Other gene (n = 17,031)		0.27437	0
FAM200B	Other gene (n = 17,031)		0.63371	0
TSPAN11	Other gene (n = 17,031)		0.76433	0
RAB32	Other gene (n = 17,031)		0.96432	0
IQCJ	Other gene (n = 17,031)		0.96554	0
FAM32A	Other gene (n = 17,031)		1.1218	0
GPR153	Other gene (n = 17,031)		0.761	0
MISP	Other gene (n = 17,031)		0.51347	0
CILP	Other gene (n = 17,031)		0.06258	0
PLA2G2A	Other gene (n = 17,031)		1.1841	0
CD207	Other gene (n = 17,031)		0.79711	0
CLEC4E	Other gene (n = 17,031)		0.83736	0
DUSP13	Other gene (n = 17,031)		0.83535	0
AVPR1A	Other gene (n = 17,031)		0.76208	0
KLK7	Other gene (n = 17,031)		0.9613	0
MRPL35	Other gene (n = 17,031)		1.0089	0
CALCB	Other gene (n = 17,031)		1.1829	0
C20orf27	Other gene (n = 17,031)		1.062	0
LRRC28	Other gene (n = 17,031)		0.53823	0
OPN4	Other gene (n = 17,031)		0.48525	0
MB21D1	Other gene (n = 17,031)		0.65749	0
ZNF793	Other gene (n = 17,031)		0.62776	0
CCDC63	Other gene (n = 17,031)		0.2596	0
SELENBP1	Other gene (n = 17,031)		0.35422	0
APMAP	Other gene (n = 17,031)		0.56579	0
FNDC8	Other gene (n = 17,031)		0.91513	0
ZNF573	Other gene (n = 17,031)		0.53672	0
C7orf72	Other gene (n = 17,031)		0.68765	0
SYNE4	Other gene (n = 17,031)		0.50697	0
LMAN2L	Other gene (n = 17,031)		0.53311	0
C4BPB	Other gene (n = 17,031)		0.86998	0
GPR62	Other gene (n = 17,031)		1.2541	0
GPR171	Other gene (n = 17,031)		0.9124	0
S1PR4	Other gene (n = 17,031)		1.0056	0
ALPP	Other gene (n = 17,031)		0.45209	0
RNF187	Other gene (n = 17,031)		1.1795	0
ZNF430	Other gene (n = 17,031)		1.0588	0
LRRC72	Other gene (n = 17,031)		0.79154	0
CENPO	Other gene (n = 17,031)		0.61853	0
HTR1D	Other gene (n = 17,031)		0.95655	0
FRMD1	Other gene (n = 17,031)		0.42208	0
ERCC1	Other gene (n = 17,031)		0.7169	0
ZNF20	Other gene (n = 17,031)		1.1787	0
KRT20	Other gene (n = 17,031)		0.55945	0
CAPS2	Other gene (n = 17,031)		0.099383	0
ARHGDIB	Other gene (n = 17,031)		0.95427	0
DNMT3L	Other gene (n = 17,031)		0.47081	0
ANGPTL5	Other gene (n = 17,031)		0.58588	0
NDUFS6	Other gene (n = 17,031)		1.177	0
DZIP1L	Other gene (n = 17,031)		0.061059	0
WDR90	Other gene (n = 17,031)		-0.78467	0
ZAR1	Other gene (n = 17,031)		0.86582	0
RNF215	Other gene (n = 17,031)		0.61528	0
IL20RB	Other gene (n = 17,031)		0.67855	0
KIAA0141	Other gene (n = 17,031)		0.29309	0
IL36A	Other gene (n = 17,031)		1.1112	0
OR52E2	Other gene (n = 17,031)		1.1759	0
IL19	Other gene (n = 17,031)		0.86305	0
NSUN5	Other gene (n = 17,031)		0.46632	0
CFHR4	Other gene (n = 17,031)		0.26454	0
OGG1	Other gene (n = 17,031)		0.49314	0
OR10AD1	Other gene (n = 17,031)		1.0519	0
ALDH1B1	Other gene (n = 17,031)		0.7813	0
PRNP	Other gene (n = 17,031)		0.94964	0
SLC22A12	Other gene (n = 17,031)		0.43728	0
RIT2	Other gene (n = 17,031)		0.95012	0
ZNF285	Other gene (n = 17,031)		0.90485	0
BTNL2	Other gene (n = 17,031)		0.54566	0
METTL24	Other gene (n = 17,031)		0.81959	0
APTX	Other gene (n = 17,031)		0.57737	0
PVR	Other gene (n = 17,031)		0.57299	0
RBM48	Other gene (n = 17,031)		0.70488	0
ANGPTL3	Other gene (n = 17,031)		0.43185	0
CELA3A	Other gene (n = 17,031)		0.6366	0
PTGR1	Other gene (n = 17,031)		0.66914	0
MORN3	Other gene (n = 17,031)		0.70543	0
REG3A	Other gene (n = 17,031)		0.94735	0
PMP2	Other gene (n = 17,031)		1.049	0
ZC2HC1C	Other gene (n = 17,031)		0.60545	0
FAM124B	Other gene (n = 17,031)		0.81487	0
C1orf159	Other gene (n = 17,031)		0.89818	0
NOL7	Other gene (n = 17,031)		0.66861	0
GPRC6A	Other gene (n = 17,031)		0.30111	0
ENDOU	Other gene (n = 17,031)		0.39659	0
NME9	Other gene (n = 17,031)		0.63103	0
PLD4	Other gene (n = 17,031)		0.45285	0
XYLB	Other gene (n = 17,031)		0.11806	0
EIF4E1B	Other gene (n = 17,031)		0.73636	0
NAGA	Other gene (n = 17,031)		0.50973	0
FGF21	Other gene (n = 17,031)		1.1037	0
OR8B12	Other gene (n = 17,031)		1.245	0
AFM	Other gene (n = 17,031)		0.22146	0
FAM103A1	Other gene (n = 17,031)		1.0436	0
REM2	Other gene (n = 17,031)		0.80896	0
BTD	Other gene (n = 17,031)		0.69754	0
DNAJB8	Other gene (n = 17,031)		1.1681	0
UBE2T	Other gene (n = 17,031)		0.80948	0
CLEC4A	Other gene (n = 17,031)		0.84926	0
ZSCAN9	Other gene (n = 17,031)		0.50368	0
TRIM15	Other gene (n = 17,031)		0.62647	0
C7orf49	Other gene (n = 17,031)		1.2439	0
HAL	Other gene (n = 17,031)		0.084842	0
TMCO4	Other gene (n = 17,031)		0.17438	0
ACAA2	Other gene (n = 17,031)		0.55912	0
MRPL18	Other gene (n = 17,031)		0.89159	0
IGFLR1	Other gene (n = 17,031)		0.76644	0
AS3MT	Other gene (n = 17,031)		0.52904	0
CLECL1	Other gene (n = 17,031)		1.2423	0
BEST2	Other gene (n = 17,031)		0.41578	0
SLURP1	Other gene (n = 17,031)		1.2425	0
PLAC8L1	Other gene (n = 17,031)		1.0389	0
DIABLO	Other gene (n = 17,031)		0.76401	0
KLRC1	Other gene (n = 17,031)		0.84433	0
XAGE3	Other gene (n = 17,031)		1.1653	0
CLEC4F	Other gene (n = 17,031)		0.38598	0
MS4A6E	Other gene (n = 17,031)		1.0985	0
CFTR	Other gene (n = 17,031)		-0.73413	0
PPP1R3F	Other gene (n = 17,031)		0.84563	0
CCDC77	Other gene (n = 17,031)		0.18874	0
FAM212A	Other gene (n = 17,031)		0.93551	0
LRWD1	Other gene (n = 17,031)		0.16422	0
METRN	Other gene (n = 17,031)		1.1644	0
SHPK	Other gene (n = 17,031)		0.43824	0
LRRC3C	Other gene (n = 17,031)		1.0987	0
OPRM1	Other gene (n = 17,031)		0.52641	0
AKR1B10	Other gene (n = 17,031)		0.61987	0
DNAJC19	Other gene (n = 17,031)		0.93429	0
DXO	Other gene (n = 17,031)		0.55478	0
PLIN2	Other gene (n = 17,031)		0.61827	0
UCHL3	Other gene (n = 17,031)		0.65262	0
CANT1	Other gene (n = 17,031)		0.75999	0
IL1A	Other gene (n = 17,031)		0.88595	0
SUSD3	Other gene (n = 17,031)		0.93153	0
CLYBL	Other gene (n = 17,031)		0.5819	0
ZNF581	Other gene (n = 17,031)		1.1623000000000001	0
NLRP9	Other gene (n = 17,031)		0.029085	0
SERPINB7	Other gene (n = 17,031)		0.61276	0
OGFOD3	Other gene (n = 17,031)		0.58029	0
CLUL1	Other gene (n = 17,031)		0.48852	0
CDHR1	Other gene (n = 17,031)		0.12591	0
DHRS4	Other gene (n = 17,031)		0.79531	0
TRIM77	Other gene (n = 17,031)		0.7951	0
GDF3	Other gene (n = 17,031)		0.83754	0
ZNF674	Other gene (n = 17,031)		0.71729	0
CRYGC	Other gene (n = 17,031)		0.92883	0
WDR54	Other gene (n = 17,031)		0.48298	0
SLC1A7	Other gene (n = 17,031)		0.51542	0
SULT1B1	Other gene (n = 17,031)		0.64539	0
CSRP3	Other gene (n = 17,031)		0.88127	0
OPRK1	Other gene (n = 17,031)		0.8364	0
PRSS37	Other gene (n = 17,031)		0.75227	0
TTC31	Other gene (n = 17,031)		0.2888	0
C17orf62	Other gene (n = 17,031)		0.92643	0
DPEP1	Other gene (n = 17,031)		0.54314	0
DDX25	Other gene (n = 17,031)		0.21415	0
AGTR2	Other gene (n = 17,031)		1.0322	0
VPS9D1	Other gene (n = 17,031)		0.16932	0
TAS2R40	Other gene (n = 17,031)		1.0912	0
FXYD3	Other gene (n = 17,031)		0.7908	0
ZWINT	Other gene (n = 17,031)		0.50732	0
AP4M1	Other gene (n = 17,031)		0.25941	0
MFSD10	Other gene (n = 17,031)		0.50924	0
TPRKB	Other gene (n = 17,031)		1.0304	0
TECRL	Other gene (n = 17,031)		0.44787	0
PI16	Other gene (n = 17,031)		0.6038	0
CCDC137	Other gene (n = 17,031)		0.71052	0
KLF8	Other gene (n = 17,031)		0.9749	0
OR6S1	Other gene (n = 17,031)		1.0897	0
RCAN3	Other gene (n = 17,031)		0.87706	0
NKX6-2	Other gene (n = 17,031)		1.0907	0
ZNF511	Other gene (n = 17,031)		0.87648	0
TEX30	Other gene (n = 17,031)		0.92541	0
C6orf58	Other gene (n = 17,031)		0.60225	0
ADRA1D	Other gene (n = 17,031)		0.83106	0
RP11-944L7.5	Other gene (n = 17,031)		1.1558	0
ZP4	Other gene (n = 17,031)		0.2068	0
MPDU1	Other gene (n = 17,031)		0.7887	0
CARTPT	Other gene (n = 17,031)		1.1564	0
MARCH8	Other gene (n = 17,031)		0.70798	0
INSC	Other gene (n = 17,031)		0.20294	0
PTCD2	Other gene (n = 17,031)		0.50269	0
CYP2C18	Other gene (n = 17,031)		0.53381	0
NHLH1	Other gene (n = 17,031)		1.2331	0
RANBP17	Other gene (n = 17,031)		-0.50393	0
CMTM1	Other gene (n = 17,031)		0.9726	0
APOA1BP	Other gene (n = 17,031)		0.74561	0
FIGLA	Other gene (n = 17,031)		0.96998	0
CHRNG	Other gene (n = 17,031)		0.1766	0
ACCSL	Other gene (n = 17,031)		0.22567	0
FAM89A	Other gene (n = 17,031)		1.2327	0
MINOS1-NBL1	Other gene (n = 17,031)		1.0862	0
MRPL46	Other gene (n = 17,031)		0.66809	0
TMEM18	Other gene (n = 17,031)		0.96786	0
CLEC4C	Other gene (n = 17,031)		0.70237	0
ASCC1	Other gene (n = 17,031)		0.35246	0
FEV	Other gene (n = 17,031)		1.0233	0
ARL13A	Other gene (n = 17,031)		0.91685	0
UBE2U	Other gene (n = 17,031)		0.66527	0
SLC2A11	Other gene (n = 17,031)		0.40685	0
EPYC	Other gene (n = 17,031)		0.70114	0
CDA	Other gene (n = 17,031)		1.0227	0
NAGPA	Other gene (n = 17,031)		0.43447	0
FKRP	Other gene (n = 17,031)		0.78027	0
ZFP37	Other gene (n = 17,031)		0.40291	0
C6orf222	Other gene (n = 17,031)		0.12369	0
DPEP2	Other gene (n = 17,031)		0.52482	0
KRT12	Other gene (n = 17,031)		0.34631	0
PRSS21	Other gene (n = 17,031)		0.65961	0
GPR137B	Other gene (n = 17,031)		0.45966	0
PGC	Other gene (n = 17,031)		0.48979	0
PGM1	Other gene (n = 17,031)		0.31749	0
SLC25A32	Other gene (n = 17,031)		0.58908	0
CPA3	Other gene (n = 17,031)		0.26621	0
KLK1	Other gene (n = 17,031)		0.86507	0
PRR26	Other gene (n = 17,031)		1.229	0
JMJD4	Other gene (n = 17,031)		0.5564	0
CD33	Other gene (n = 17,031)		0.69761	0
TRAPPC6B	Other gene (n = 17,031)		0.86422	0
FOXRED1	Other gene (n = 17,031)		0.26097	0
SLC25A2	Other gene (n = 17,031)		0.96342	0
PDXP	Other gene (n = 17,031)		1.2284	0
PRDM9	Other gene (n = 17,031)		-0.083168	0
LRAT	Other gene (n = 17,031)		1.0793	0
TSPYL1	Other gene (n = 17,031)		0.69362	0
ADA	Other gene (n = 17,031)		0.42497	0
RAB41	Other gene (n = 17,031)		0.90944	0
KRT72	Other gene (n = 17,031)		0.45112	0
PCYOX1L	Other gene (n = 17,031)		0.48308	0
SLC29A3	Other gene (n = 17,031)		0.65203	0
C15orf61	Other gene (n = 17,031)		1.1464	0
OTUD6B	Other gene (n = 17,031)		0.65001	0
GJB3	Other gene (n = 17,031)		0.95761	0
CTSG	Other gene (n = 17,031)		0.76914	0
PPAPDC3	Other gene (n = 17,031)		1.0149	0
OR6C2	Other gene (n = 17,031)		1.1448	0
MRPL17	Other gene (n = 17,031)		1.0757	0
ZNF160	Other gene (n = 17,031)		1.0752	0
ALKBH3	Other gene (n = 17,031)		0.41413	0
JMJD7-PLA2G4B	Other gene (n = 17,031)		-0.45266	0
PLA2G4B	Other gene (n = 17,031)		-0.45266	0
YRDC	Other gene (n = 17,031)		0.95721	0
RP11-503N18.3	Other gene (n = 17,031)		0.41628	0
SMAGP	Other gene (n = 17,031)		1.2239	0
FAM71B	Other gene (n = 17,031)		0.95675	0
KIAA1143	Other gene (n = 17,031)		1.0123	0
OR8B4	Other gene (n = 17,031)		1.0751	0
ANKRD29	Other gene (n = 17,031)		0.57208	0
ANGPT4	Other gene (n = 17,031)		0.29629	0
MTFP1	Other gene (n = 17,031)		1.0113	0
C9orf96	Other gene (n = 17,031)		0.0052983	0
ZNF134	Other gene (n = 17,031)		0.64396	0
ZNF790	Other gene (n = 17,031)		0.26875	0
MYO1A	Other gene (n = 17,031)		-0.57776	0
MNS1	Other gene (n = 17,031)		0.072144	0
PIF1	Other gene (n = 17,031)		0.24503	0
SMTNL1	Other gene (n = 17,031)		0.40787	0
TMEM126A	Other gene (n = 17,031)		0.95267	0
CTD-2267D19.3	Other gene (n = 17,031)		1.1414	0
CA12	Other gene (n = 17,031)		0.43695	0
NRG4	Other gene (n = 17,031)		1.0707	0
NOC2L	Other gene (n = 17,031)		-0.17417	0
ZMPSTE24	Other gene (n = 17,031)		0.26439	0
SPRYD4	Other gene (n = 17,031)		1.0085	0
IDH1	Other gene (n = 17,031)		0.40427	0
BSX	Other gene (n = 17,031)		1.0083	0
UNC119	Other gene (n = 17,031)		0.85039	0
F2RL1	Other gene (n = 17,031)		0.85078	0
COX15	Other gene (n = 17,031)		0.34842	0
AP000721.4	Other gene (n = 17,031)		1.1395	0
ZNF792	Other gene (n = 17,031)		0.50014	0
ASB8	Other gene (n = 17,031)		0.8044	0
ALG11	Other gene (n = 17,031)		0.56431	0
UCKL1	Other gene (n = 17,031)		0.28778	0
TXNDC12	Other gene (n = 17,031)		0.80084	0
DHRS11	Other gene (n = 17,031)		0.71483	0
OOSP2	Other gene (n = 17,031)		1.0682	0
PRIMPOL	Other gene (n = 17,031)		0.15694	0
COQ6	Other gene (n = 17,031)		0.28644	0
PFDN5	Other gene (n = 17,031)		0.89611	0
NMRAL1	Other gene (n = 17,031)		0.75649	0
AICDA	Other gene (n = 17,031)		0.75464	0
ZNF571	Other gene (n = 17,031)		0.39993	0
BCAS2	Other gene (n = 17,031)		0.59907	0
BCHE	Other gene (n = 17,031)		0.3409	0
LDHC	Other gene (n = 17,031)		0.67253	0
GNGT1	Other gene (n = 17,031)		1.218	0
LYPD2	Other gene (n = 17,031)		1.2172	0
LBP	Other gene (n = 17,031)		0.27968	0
HOXB2	Other gene (n = 17,031)		0.84433	0
ZNF517	Other gene (n = 17,031)		0.84407	0
MRPL30	Other gene (n = 17,031)		1.0653	0
RNF5	Other gene (n = 17,031)		0.79668	0
PCDHA8	Other gene (n = 17,031)		0.15066	0
ZP1	Other gene (n = 17,031)		0.051549	0
METTL15	Other gene (n = 17,031)		0.48846	0
IRX6	Other gene (n = 17,031)		0.39343	0
LYSMD4	Other gene (n = 17,031)		0.89107	0
RWDD2B	Other gene (n = 17,031)		0.6306	0
B3GAT3	Other gene (n = 17,031)		0.59209	0
UGT1A8	Other gene (n = 17,031)		0.52335	0
RHEBL1	Other gene (n = 17,031)		0.70591	0
HSD3B7	Other gene (n = 17,031)		0.59039	0
CTSO	Other gene (n = 17,031)		0.55421	0
NOTO	Other gene (n = 17,031)		0.94119	0
ACTL7A	Other gene (n = 17,031)		0.66343	0
C8B	Other gene (n = 17,031)		0.10874	0
THAP6	Other gene (n = 17,031)		0.88619	0
TMEM233	Other gene (n = 17,031)		1.1311	0
HTR2B	Other gene (n = 17,031)		0.48048	0
MANSC1	Other gene (n = 17,031)		0.99725	0
CECR5	Other gene (n = 17,031)		0.51273	0
GGCT	Other gene (n = 17,031)		0.83366	0
IQCF6	Other gene (n = 17,031)		0.99575	0
CCR8	Other gene (n = 17,031)		0.9963	0
SULT1C2	Other gene (n = 17,031)		0.4763	0
METTL8	Other gene (n = 17,031)		0.44341	0
TIMD4	Other gene (n = 17,031)		0.47615	0
ITGB1BP2	Other gene (n = 17,031)		0.57962	0
LILRB4	Other gene (n = 17,031)		0.34668	0
CLEC3B	Other gene (n = 17,031)		0.93691	0
ANKRD1	Other gene (n = 17,031)		0.47443	0
UBE2L6	Other gene (n = 17,031)		0.99289	0
OARD1	Other gene (n = 17,031)		0.8808	0
ELOF1	Other gene (n = 17,031)		1.127	0
HRASLS5	Other gene (n = 17,031)		0.6946	0
P2RY14	Other gene (n = 17,031)		0.8791	0
APOA1	Other gene (n = 17,031)		0.87943	0
HTRA4	Other gene (n = 17,031)		0.37219	0
CSGALNACT1	Other gene (n = 17,031)		0.31175	0
LRRN4	Other gene (n = 17,031)		0.50384	0
CD1B	Other gene (n = 17,031)		0.43508	0
MAP10	Other gene (n = 17,031)		0.044182	0
ALOX15	Other gene (n = 17,031)		-0.049644	0
ENKD1	Other gene (n = 17,031)		0.57256	0
NME8	Other gene (n = 17,031)		-0.18774	0
EDA2R	Other gene (n = 17,031)		0.87741	0
HTR3C	Other gene (n = 17,031)		0.46781	0
LIN7A	Other gene (n = 17,031)		0.61029	0
EPM2A	Other gene (n = 17,031)		0.73336	0
PHLDA3	Other gene (n = 17,031)		1.2083	0
KCNK6	Other gene (n = 17,031)		0.9313	0
CHIT1	Other gene (n = 17,031)		0.22212	0
STPG1	Other gene (n = 17,031)		0.50185	0
MARCO	Other gene (n = 17,031)		0.037478	0
CABS1	Other gene (n = 17,031)		0.98738	0
C4orf33	Other gene (n = 17,031)		0.77626	0
CCBL2	Other gene (n = 17,031)		0.22084	0
ZNF683	Other gene (n = 17,031)		0.60888	0
ARSA	Other gene (n = 17,031)		0.39925	0
APOD	Other gene (n = 17,031)		0.87522	0
ZFP57	Other gene (n = 17,031)		0.87621	0
FUT1	Other gene (n = 17,031)		0.87619	0
OR10J5	Other gene (n = 17,031)		1.0519	0
OR1A2	Other gene (n = 17,031)		1.0519	0
NEK3	Other gene (n = 17,031)		0.13649	0
GAL3ST4	Other gene (n = 17,031)		0.36771	0
OCIAD2	Other gene (n = 17,031)		0.77682	0
ST20-MTHFS	Other gene (n = 17,031)		0.98728	0
PCSK9	Other gene (n = 17,031)		0.16232	0
CPB2	Other gene (n = 17,031)		0.16244	0
ZNF273	Other gene (n = 17,031)		1.0497	0
DNAJC12	Other gene (n = 17,031)		0.68647	0
GBP3	Other gene (n = 17,031)		0.10873	0
MRPS18A	Other gene (n = 17,031)		0.72942	0
RAB40B	Other gene (n = 17,031)		0.73059	0
KIAA1257	Other gene (n = 17,031)		0.4953	0
COX4I2	Other gene (n = 17,031)		0.82373	0
KRTAP5-1	Other gene (n = 17,031)		1.1207	0
PTK6	Other gene (n = 17,031)		0.32917	0
PYCR2	Other gene (n = 17,031)		0.68524	0
BIRC7	Other gene (n = 17,031)		0.60251999999999994	0
RTP1	Other gene (n = 17,031)		0.72622	0
NEU3	Other gene (n = 17,031)		0.56221	0
KPNA7	Other gene (n = 17,031)		0.23604	0
CAV2	Other gene (n = 17,031)		1.0468	0
CISH	Other gene (n = 17,031)		0.86971	0
SPATA9	Other gene (n = 17,031)		0.77101	0
CYB561D2	Other gene (n = 17,031)		0.81651	0
