gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv
ARHGEF38	2	1	0	0	0	0.7703063260646311	0	0	0	0.7878802137682648	0.6881101795091467	0.8902797864084949	1	0.9093416564527412	0.9424126707052872	0.9771679320909128	1	0.9937476570725507	1
APOC1	0	0	0	0	0	0	0	0	0	0.6377798669134875	0.9175399111500716	0.8903206342314003	1	0.8436053725054634	0.9424767451472812	0.9771679320909128	1	0.9937524034489846	1
CARD14	2	2	0	0	0	1.132158302641333	0	0	0	0.8662984989109692	0.6525949368535506	0.8904435111943315	1	0.9440766889776976	0.9424126707052872	0.9771679320909128	1	0.9937666700313338	1
TMEM67	0	1	0	0	0	1.1877015597088014	0	0	0	0.8686232975400148	0.6516193143202317	0.8904703063159212	1	0.9450249334970232	0.9424126707052872	0.9771679320909128	1	0.9937697788165444	1
FTCDNL1	0	0	0	0	0	0	0	0	0	0.6384798209753204	0.9160299581453446	0.8905543818238656	1	0.8436482228604709	0.9424126707052872	0.9771679320909128	1	0.9937795280707586	1
ARSF	0	1	0	0	0	1.3709318791990188	0	0	0	0.7666498257384086	0.7055130907024607	0.8905604935301114	1	0.8977810171444304	0.9424126707052872	0.9771679320909128	1	0.99378023646443725	1
ACSM1	2	1	0	0	0	1.3978630783544452	0	0	0	0.7533115986489902	0.7162338134219546	0.8905761037341627	1	0.8920445881786317	0.9424126707052872	0.9771679320909128	1	0.993782045616564	1
CCDC169-SOHLH2	2	1	0	0	0	1.4256733598337366	0	0	0	0.7400643787857635	0.7281504853623251	0.8905975311194788	1	0.8857302127454058	0.9424126707052872	0.9771679320909128	1	0.9937845285081548	1
RBM43	0	1	0	0	0	1.556722609356078	0	0	0	0.6829647590997121	0.799740316103776	0.8905980771685773	1	0.8607515392351276	0.9424126707052872	0.9771679320909128	1	0.9937845917746876	1
PYDC2	0	0	0	0	0	0	0	0	0	0.6367898256734816	0.925799980787402	0.8906468593499739	1	0.843095699865268	0.945478210298238	0.9771679320909128	1	0.9937902424420012	1
FANCC	0	1	0	0	0	1.2955457829964538	0	0	0	0.8059389845980516	0.6798359195785416	0.8906484803567309	1	0.9182979685215444	0.9424126707052872	0.9771679320909128	1	0.9937904301648964	1
TOMM5	0	0	0	0	0	0	0	0	0	0.6414049345676998	0.9033739568522804	0.8906497965735305	1	0.8440886250695752	0.9424126707052872	0.9771679320909128	1	0.9937905825890052	1
IGIP	0	0	0	0	0	0	0	0	0	0.6346007921739341	0.9396491373185278	0.8906580744089897	1	0.8422248380333235	0.9530296451832768	0.9771679320909128	1	0.9937915411567813	1
AXDND1	0	1	0	0	0	1.0988839207558536	0	0	0	0.9268770217313802	0.6370223284426122	0.8906657033003538	1	0.970463066670798	0.9424126707052872	0.9771679320909128	1	0.9937924245091434	1
MTCP1	0	0	0	0	0	0	0	0	0	0.6458072563424204	0.8866463068280737	0.8907003867006302	1	0.8457493752275378	0.9424126707052872	0.9771679320909128	1	0.9937964396900092	1
CYSTM1	0	0	0	0	0	0	0	0	0	0.6423442386004233	0.9003293892541252	0.8907718517585913	1	0.8441322544248361	0.9424126707052872	0.9771679320909128	1	0.9938047087016244	1
TXNDC17	0	0	0	0	0	0	0	0	0	0.6447207303320086	0.8912427440755678	0.8908013975152119	1	0.8451627522621523	0.9424126707052872	0.9771679320909128	1	0.9938081256789776	1
MS4A4E	0	0	0	0	0	0	0	0	0	0.6468592011385378	0.8837267148202584	0.8908245930850901	1	0.8459811106383963	0.9424126707052872	0.9771679320909128	1	0.9938108075682884	1
ELP3	0	1	0	0	0	1.189670482022717	0	0	0	0.8674036414451414	0.6526864876853553	0.8908345708256518	1	0.9445151122901314	0.9424126707052872	0.9771679320909128	1	0.9938119610164082	1
OXCT2	0	0	0	0	0	0	0	0	0	0.639587329965679	0.9130449071288492	0.8908429297627783	1	0.8437200514957931	0.9424126707052872	0.9771679320909128	1	0.9938129272413646	1
SPINK2	0	0	0	0	0	0	0	0	0	0.6515220260794363	0.8689185067361287	0.8908521465759365	1	0.8476356541524359	0.9424126707052872	0.9771679320909128	1	0.9938139925388724	1
CYTIP	0	1	0	0	0	1.4473159946755354	0	0	0	0.7301541142646807	0.7386883729188447	0.8908797690330097	1	0.8794888319762383	0.9424126707052872	0.9771679320909128	1	0.9938171846260052	1
HRC	2	1	0	0	0	0.7939553442861966	0	0	0	0.8128827072430772	0.6749269895306667	0.8909726323216847	1	0.9210355053731728	0.9424126707052872	0.9771679320909128	1	0.993827909749222	1
SHFM1	0	0	0	0	0	0	0	0	0	0.6420934476424003	0.903015871457453	0.8909993963261593	1	0.8441322544248361	0.9424126707052872	0.9771679320909128	1	0.9938309990258766	1
NPAS2	0	1	0	0	0	0.8224656740129122	0	0	0	0.8420812374711509	0.6612594939464531	0.8910537440017654	1	0.9335053082735788	0.9424126707052872	0.9771679320909128	1	0.9938372697167476	1
SV2C	0	1	0	0	0	0.7986201475811343	0	0	0	0.8178392743576905	0.6725110698461898	0.8910754919893898	1	0.923302016667602	0.9424126707052872	0.9771679320909128	1	0.9938397780933464	1
ECD	0	1	0	0	0	1.275227871756505	0	0	0	0.817135901077448	0.6746276314240084	0.8910847002945242	1	0.9231172596896304	0.9424126707052872	0.9771679320909128	1	0.9938408400039428	1
PSMC2	0	1	0	0	0	1.3354331894659015	0	0	0	0.784722118017493	0.6938185080913457	0.891119307819589	1	0.9080030585245966	0.9424126707052872	0.9771679320909128	1	0.9938448301261462	1
SLCO3A1	1	1	0	0	0	0.7151524564340153	0	0	0	0.7264805132754222	0.7412107367757708	0.8911789440361622	1	0.8780636527440302	0.9424126707052872	0.9771679320909128	1	0.9938517028122644	1
MORN1	0	1	0	0	0	1.473562812458425	0	0	0	0.7183155446700855	0.7524662559430365	0.8912047557930539	1	0.8760046493842865	0.9424126707052872	0.9771679320909128	1	0.9938546762119238	1
CPQ	1	1	0	0	0	1.4371549264510692	0	0	0	0.7347711618785544	0.7348390697598193	0.8912230947319845	1	0.8825322165208838	0.9424126707052872	0.9771679320909128	1	0.9938567883219102	1
ZBTB45	3	2	0	0	0	1.298642257532343	0	0	0	0.7282499140807757	0.7419989141770955	0.8912707665939039	1	0.8788196803651265	0.9424126707052872	0.9771679320909128	1	0.9938622769622012	1
PPP1R26	0	3	0	0	0	1.041961348184806	0	0	0	0.9455576911115424	0.6353924540842661	0.8913079553825346	1	0.9785596980090352	0.9424126707052872	0.9771679320909128	1	0.9938665568765034	1
SMPX	0	0	0	0	0	0	0	0	0	0.6421975268712365	0.9049332816319168	0.8913191192731391	1	0.8441322544248361	0.9424126707052872	0.9771679320909128	1	0.993867841382812	1
C10orf32	0	0	0	0	0	0	0	0	0	0.6575530824856299	0.854577806281264	0.8913573298187691	1	0.8507922264386925	0.9424126707052872	0.9771679320909128	1	0.9938722367924115	1
ZNF91	1	2	0	0	0	1.171024852083853	0	0	0	0.8313559367706506	0.668517504444311	0.8913905961049445	1	0.9296362909006252	0.9424126707052872	0.9771679320909128	1	0.9938760621235134	1
DAPK2	0	1	0	0	0	1.524650556011615	0	0	0	0.69622458254784	0.7816248641796081	0.8914039420530732	1	0.8665739817203374	0.9424126707052872	0.9771679320909128	1	0.993877596441536	1
CIRBP	1	1	0	0	0	1.4852964763830794	0	0	0	0.7130702500393389	0.7593908712110473	0.8914699324329224	1	0.8734964650593743	0.9424126707052872	0.9771679320909128	1	0.993885180094409	1
KCNV2	0	2	0	0	0	1.3555650687618932	0	0	0	0.688122411565437	0.7948877075399512	0.8915634550920012	1	0.8626062027522495	0.9424126707052872	0.9771679320909128	1	0.9938959194058004	1
YES1	0	1	0	0	0	1.1590409826841364	0	0	0	0.8867179227557357	0.647968645492845	0.8916049171717269	1	0.953842824398308	0.9424126707052872	0.9771679320909128	1	0.993900677403934	1
RGCC	0	0	0	0	0	0	0	0	0	0.6450787120256651	0.8952742547532502	0.8916143687939551	1	0.8455142042671635	0.9424126707052872	0.9771679320909128	1	0.9939017617588946	1
NOLC1	0	1	0	0	0	0.8693116858777166	0	0	0	0.8874842923954699	0.6467069547787709	0.8916589117083789	1	0.9541958201111064	0.9424126707052872	0.9771679320909128	1	0.9939068706789972	1
ARL4A	0	0	0	0	0	0	0	0	0	0.6400313480868887	0.9178016886459596	0.8916677994782523	1	0.8437200514957931	0.9424767451472812	0.9771679320909128	1	0.9939078898095428	1
ZNF41	1	1	0	0	0	0.740647957215396	0	0	0	0.7554581782902225	0.7150467187314782	0.891722366576644	1	0.8928089344534967	0.9424126707052872	0.9771679320909128	1	0.9939141448927904	1
KTI12	0	1	0	0	0	1.6109682536269485	0	0	0	0.6615358553535114	0.8472224684090353	0.8917557621403884	1	0.8520081861049401	0.9424126707052872	0.9771679320909128	1	0.9939179714138578	1
GANC	2	1	0	0	0	0.9697856683181628	0	0	0	0.9756897190404294	0.6327810887478102	0.8917761285195095	1	0.9905419733990768	0.9424126707052872	0.9771679320909128	1	0.9939203044146424	1
DDX4	0	1	0	0	0	1.1256412278530177	0	0	0	0.9086376776461444	0.6426495965480822	0.8917891082510536	1	0.9634847132522438	0.9424126707052872	0.9771679320909128	1	0.993921791020645	1
QTRT1	0	1	0	0	0	1.5215861959559362	0	0	0	0.6975154877498244	0.7809440466070932	0.8917899180827135	1	0.8670108645453269	0.9424126707052872	0.9771679320909128	1	0.9939218837667342	1
OXT	0	0	0	0	0	0	0	0	0	0.6431293818802826	0.9045796956195502	0.8918095637303469	1	0.8441322544248361	0.9424126707052872	0.9771679320909128	1	0.9939241334620884	1
AC131097.4	0	0	0	0	0	0	0	0	0	0.6400774048580554	0.9188048357463364	0.8918099390329252	1	0.8437200514957931	0.9426379661804534	0.9771679320909128	1	0.993924176435154	1
RSPH4A	0	1	0	0	0	0.8448998920249062	0	0	0	0.8641841944768869	0.6544583555235478	0.8919430670546145	1	0.9432477481515432	0.9424126707052872	0.9771679320909128	1	0.9939394099560228	1
FAM103A1	0	0	0	0	0	0	0	0	0	0.6477515499968554	0.8875071224299164	0.8919431648436834	1	0.8461878670768529	0.9424126707052872	0.9771679320909128	1	0.9939394211384884	1
TMEM39A	0	1	0	0	0	1.4416952520684512	0	0	0	0.7327343349364119	0.7387329094566373	0.8919500922553174	1	0.8810419746592736	0.9424126707052872	0.9771679320909128	1	0.9939402132809544	1
GLP2R	0	1	0	0	0	1.383155195059264	0	0	0	0.7605956104053946	0.7135184342575983	0.8920172559888238	1	0.8954847192845491	0.9424126707052872	0.9771679320909128	1	0.993947890596021	1
ANAPC13	0	0	0	0	0	0	0	0	0	0.6526221635631153	0.8719983796007611	0.892032672221313	1	0.8477856888479824	0.9424126707052872	0.9771679320909128	1	0.9939496520726302	1
RPL3	0	1	0	0	0	1.458700068449891	0	0	0	0.7249772138072963	0.7471769228476806	0.8920398467614324	1	0.8772937327359449	0.9424126707052872	0.9771679320909128	1	0.9939504717530596	1
VWA2	0	2	0	0	0	1.2195408644523031	0	0	0	0.7902552393879625	0.6925231006995843	0.8920536305943749	1	0.9106303713998364	0.9424126707052872	0.9771679320909128	1	0.9939520463733398	1
SNX22	0	0	0	0	0	0	0	0	0	0.6461810873209766	0.8941933295810669	0.892083185171779	1	0.8457806440000594	0.9424126707052872	0.9771679320909128	1	0.993955421874298	1
RTKN2	1	1	0	0	0	1.2823408961699605	0	0	0	0.8131395785088598	0.6787297108676136	0.8921094629329425	1	0.9210623219209632	0.9424126707052872	0.9771679320909128	1	0.9939584222996988	1
PTPRR	0	1	0	0	0	0.8477767733713716	0	0	0	0.8669702839924829	0.6538688580023857	0.892144346096301	1	0.944282938750344	0.9424126707052872	0.9771679320909128	1	0.993962404104203	1
TAS2R41	0	1	0	0	0	1.4215044261870702	0	0	0	0.7421374317910239	0.7300258441439829	0.8921661837181772	1	0.886512612172465	0.9424126707052872	0.9771679320909128	1	0.9939648961065586	1
KIF12	0	1	0	0	0	0.9891899597829822	0	0	0	0.991418665225579	0.6330642111402109	0.8922616660817345	1	0.9961981373502414	0.9424126707052872	0.9771679320909128	1	0.9939757858080122	1
IL6ST	1	1	0	0	0	0.8394341996597774	0	0	0	0.8588152032883916	0.6571165266499006	0.8923433105543761	1	0.9407714255992896	0.9424126707052872	0.9771679320909128	1	0.9939850892031624	1
ZSCAN32	1	1	0	0	0	0.764797535108086	0	0	0	0.7820113598055313	0.6963365119850293	0.892355918244446	1	0.9061628446738964	0.9424126707052872	0.9771679320909128	1	0.9939865251847534	1
DEFB128	0	0	0	0	0	0	0	0	0	0.6419592466403128	0.9143203334822658	0.8923767492144035	1	0.8441322544248361	0.9424126707052872	0.9771679320909128	1	0.9939888973852552	1
SMKR1	0	0	0	0	0	0	0	0	0	0.6474316388269508	0.891446808400371	0.8923782047610651	1	0.8460049210230762	0.9424126707052872	0.9771679320909128	1	0.993989063122612	1
GRID2IP	2	2	0	0	0	1.156357000234881	0	0	0	0.844276830775476	0.6646535333138055	0.8924082151125582	1	0.9342119325722212	0.9424126707052872	0.9771679320909128	1	0.9939924797538712	1
KRTAP4-7	0	0	0	0	0	0	0	0	0	0.641920222855016	0.9151396356678329	0.8924525599518555	1	0.8441322544248361	0.9424126707052872	0.9771679320909128	1	0.9939975264966042	1
POC5	0	1	0	0	0	1.430898773346937	0	0	0	0.7377359955346119	0.7350134293027277	0.8924696312618413	1	0.8845497047963934	0.9424126707052872	0.9771679320909128	1	0.9939994687397724	1
SLC41A3	0	1	0	0	0	1.4199176887773086	0	0	0	0.742885432357616	0.7302587498234774	0.8925533301414494	1	0.8869350325620414	0.9424126707052872	0.9771679320909128	1	0.994008986633384	1
PDLIM4	0	1	0	0	0	1.5808588671101282	0	0	0	0.6732793867448259	0.8249816667016742	0.8926451822874816	1	0.8568823923178271	0.9424126707052872	0.9771679320909128	1	0.9940194226501436	1
CNEP1R1	1	0	0	0	0	0	0	0	0	0.6580959042532455	0.8595090597379407	0.8926597902938479	1	0.8510047964171906	0.9424126707052872	0.9771679320909128	1	0.9940210815050634	1
BAHD1	0	2	0	0	0	1.1525235869529478	0	0	0	0.8478708972570744	0.6637635958321921	0.8927124034991499	1	0.9354295680459536	0.9424126707052872	0.9771679320909128	1	0.9940270541706128	1
BTBD16	0	1	0	0	0	1.4188510924337567	0	0	0	0.7433889832730387	0.7302526389536107	0.8927462956123259	1	0.8870501890847309	0.9424126707052872	0.9771679320909128	1	0.9940308999705176	1
TYRP1	1	1	0	0	0	0.7745444023626123	0	0	0	0.7924866333557383	0.6903184362131958	0.892759835309078	1	0.9120169123801186	0.9424126707052872	0.9771679320909128	1	0.9940324359849196	1
UHRF2	0	1	0	0	0	0.8976363050531174	0	0	0	0.9135721257524726	0.6423704495412947	0.8927711182176317	1	0.9658259582229684	0.9424126707052872	0.9771679320909128	1	0.9940337158205436	1
AP000783.1	0	0	0	0	0	0	0	0	0	0.6419236264636509	0.9179115523094868	0.8927804717490297	1	0.8441322544248361	0.9424767451472812	0.9771679320909128	1	0.9940347766961952	1
RARS	0	1	0	0	0	1.3731948567826051	0	0	0	0.765522582751154	0.711329538163815	0.892791224161763	1	0.8972788737509511	0.9424126707052872	0.9771679320909128	1	0.994035996111612	1
INTS4	0	1	0	0	0	1.3306766162485415	0	0	0	0.787200571756083	0.6956872056417652	0.8927952399364368	1	0.9091149442648668	0.9424126707052872	0.9771679320909128	1	0.994036451501536	1
FAM193B	0	1	0	0	0	0.7482598313741698	0	0	0	0.7640016842670465	0.7105211371213088	0.8927988485620469	1	0.8970809266554461	0.9424126707052872	0.9771679320909128	1	0.9940368607052386	1
PLEKHF2	0	1	0	0	0	1.569488688187963	0	0	0	0.6778112859724973	0.8169508015370089	0.8928595525741247	1	0.8584253186677193	0.9424126707052872	0.9771679320909128	1	0.9940437421109156	1
DNM1L	0	1	0	0	0	1.2850440123595095	0	0	0	0.8116926621328362	0.6810587840046999	0.8928783703097385	1	0.9206654756150776	0.9424126707052872	0.9771679320909128	1	0.9940458744510684	1
PTX3	0	1	0	0	0	1.5632663803921345	0	0	0	0.6803144475454315	0.8124381366214277	0.8928963436703287	1	0.859599463809251	0.9424126707052872	0.9771679320909128	1	0.9940479107401898	1
ANGPT2	1	1	0	0	0	1.4108671288156838	0	0	0	0.74712019497312	0.7271689533683481	0.8929106667970084	1	0.8890215260403693	0.9424126707052872	0.9771679320909128	1	0.9940495332175846	1
KATNAL2	2	1	0	0	0	1.0318045964469456	0	0	0	0.9754345917749916	0.6349434163676622	0.8929132371614518	1	0.9905419733990768	0.9424126707052872	0.9771679320909128	1	0.9940498243558276	1
DNAL1	0	0	0	0	0	0	0	0	0	0.6497056900949233	0.8868456177302517	0.8929416409950535	1	0.8469761900645978	0.9424126707052872	0.9771679320909128	1	0.9940530410887526	1
BMPER	0	1	0	0	0	0.8298641044989478	0	0	0	0.849444833803593	0.6618947776511326	0.8930041089891536	1	0.935929225889874	0.9424126707052872	0.9771679320909128	1	0.9940601124078344	1
CLIC2	0	0	0	0	0	0	0	0	0	0.6433962224116163	0.9126892037420108	0.8930084405137907	1	0.8441322544248361	0.9424126707052872	0.9771679320909128	1	0.9940606025704026	1
GRPR	0	1	0	0	0	1.5542109153497037	0	0	0	0.6839869182191372	0.8063439707476721	0.8930206252482101	1	0.8612216927540515	0.9424126707052872	0.9771679320909128	1	0.9940619813026382	1
MICA	0	1	0	0	0	1.5091285563984054	0	0	0	0.70280753750571745	0.777480056327853	0.8931104620651872	1	0.8692476926008487	0.9424126707052872	0.9771679320909128	1	0.9940721414247708	1
FBXL17	0	1	0	0	0	1.5036087985729785	0	0	0	0.7051752154080833	0.7742481773236978	0.8931135386857312	1	0.8707325558145345	0.9424126707052872	0.9771679320909128	1	0.9940724892160656	1
TTLL1	1	1	0	0	0	1.4625175075950558	0	0	0	0.7231948338975113	0.7520213966987651	0.893131045668188	1	0.8769698746340817	0.9424126707052872	0.9771679320909128	1	0.9940744680611432	1
DNAL4	0	0	0	0	0	0	0	0	0	0.6416013691420581	0.9227626087309994	0.8931377514701921	1	0.8441322544248361	0.9445514537902624	0.9771679320909128	1	0.9940752259388628	1
SNX19	1	2	0	0	0	1.0811172403561702	0	0	0	0.9152090714454616	0.6437517947511182	0.8931689844667154	1	0.9663136803510248	0.9424126707052872	0.9771679320909128	1	0.9940787551727795	1
IKBKG	0	0	0	0	0	0	0	0	0	0.6457456356193325	0.903825903947135	0.8932097185289642	1	0.8457493752275378	0.9424126707052872	0.9771679320909128	1	0.9940833563572516	1
CENPW	0	0	0	0	0	0	0	0	0	0.6535928749309516	0.875829522277251	0.8932595467451557	1	0.8484638814932408	0.9424126707052872	0.9771679320909128	1	0.994088982261143	1
BECN1	1	1	0	0	0	1.4150830617285628	0	0	0	0.7451151044059011	0.7299203906489851	0.8932853471280653	1	0.8881924241601388	0.9424126707052872	0.9771679320909128	1	0.9940918941866048	1
RASGRF1	0	2	0	0	0	1.0969921214078877	0	0	0	0.8997115533534062	0.6476170804753464	0.8932904087328559	1	0.9591434435898906	0.9424126707052872	0.9771679320909128	1	0.994092465370374	1
KAAG1	0	0	0	0	0	0	0	0	0	0.6398367798491409	0.9349136192915384	0.8933263106538091	1	0.8437200514957931	0.9498064060343973	0.9771679320909128	1	0.9940965159489638	1
MUC13	0	1	0	0	0	1.5231248683493783	0	0	0	0.69686676857235	0.78683565662083	0.8933773560423258	1	0.8666193072099168	0.9424126707052872	0.9771679320909128	1	0.9941022725817056	1
SHISA2	0	1	0	0	0	1.56424470249017	0	0	0	0.6799197891197508	0.8149625174623213	0.8933884745847949	1	0.8593893794087331	0.9424126707052872	0.9771679320909128	1	0.9941035260861112	1
TUBB8	0	1	0	0	0	1.6146991326166142	0	0	0	0.6601061605967709	0.8585254715698158	0.8933903508283373	1	0.8515168355009939	0.9424126707052872	0.9771679320909128	1	0.9941037376001504	1
CCNB3	2	2	0	0	0	1.09426625451246	0	0	0	0.9022547455155208	0.647162584493447	0.8934157632582642	1	0.9602980359233282	0.9424126707052872	0.9771679320909128	1	0.9941066020244068	1
MACC1	2	2	0	0	0	1.1487854654471985	0	0	0	0.8510901584962467	0.6638386039641955	0.8934843060805848	1	0.9367112101953624	0.9424126707052872	0.9771679320909128	1	0.994114324392374	1
DHX35	1	1	0	0	0	1.181056169947258	0	0	0	0.8727286570093693	0.6556666192050481	0.8934995719234019	1	0.9474073598161834	0.9424126707052872	0.9771679320909128	1	0.9941160436005452	1
AVP	1	0	0	0	0	0	0	0	0	0.6423459914768401	0.9228247710164548	0.8935760672612002	1	0.8441322544248361	0.9445636930473632	0.9771679320909128	1	0.9941246544220228	1
FAM229A	0	0	0	0	0	0	0	0	0	0.6430835809141706	0.9195027832402606	0.8936340083651735	1	0.8441322544248361	0.9428079677219984	0.9771679320909128	1	0.9941311722975648	1
BBIP1	0	0	0	0	0	0	0	0	0	0.6495951358344993	0.8918139876898326	0.8936588997601888	1	0.8469761900645978	0.9424126707052872	0.9771679320909128	1	0.9941339712116548	1
DAB2	0	2	0	0	0	1.179536861863175	0	0	0	0.8240194789758319	0.6764621416485816	0.8936620926365029	1	0.9266529299612534	0.9424126707052872	0.9771679320909128	1	0.9941343301846128	1
TRMT6	0	1	0	0	0	1.2721464429502558	0	0	0	0.818857768052098	0.6787963768938056	0.8936750981431797	1	0.923749456328176	0.9424126707052872	0.9771679320909128	1	0.9941357922672006	1
C8orf88	0	0	0	0	0	0	0	0	0	0.6506829742847542	0.8881777232699244	0.8937039964877849	1	0.8474557661985742	0.9424126707052872	0.9771679320909128	1	0.9941390403494303	1
CADM2	1	1	0	0	0	1.3348939766820145	0	0	0	0.7849514369636743	0.6991645798753197	0.8937344021484572	1	0.9080782349526269	0.9424126707052872	0.9771679320909128	1	0.9941424568403808	1
RASIP1	0	1	0	0	0	0.759546817455706	0	0	0	0.7763873138675969	0.7033009432878152	0.8937597018358258	1	0.9036158937893576	0.9424126707052872	0.9771679320909128	1	0.9941452988170942	1
CCDC81	1	1	0	0	0	1.1984682944824565	0	0	0	0.8619542691242874	0.6599878502817065	0.893803497285819	1	0.9422898093727102	0.9424126707052872	0.9771679320909128	1	0.9941502167758908	1
RPL21	0	0	0	0	0	0	0	0	0	0.6572425485602951	0.867971481503792	0.8938397591131488	1	0.8507300521921838	0.9424126707052872	0.9771679320909128	1	0.9941542871313716	1
HGSNAT	2	1	0	0	0	1.247908250646125	0	0	0	0.8325437322109741	0.672300770802297	0.8938403643800826	1	0.93040794554446	0.9424126707052872	0.9771679320909128	1	0.9941543550595244	1
ZNF654	1	1	0	0	0	0.7435830242358382	0	0	0	0.75873141841284	0.717287102594578	0.8938692972579638	1	0.8945774836134092	0.9424126707052872	0.9771679320909128	1	0.9941576016726854	1
GPR101	0	1	0	0	0	1.5809983107584278	0	0	0	0.6732241432220467	0.8300868066479254	0.8939031993686751	1	0.8568823923178271	0.9424126707052872	0.9771679320909128	1	0.9941614047013166	1
COPB1	0	1	0	0	0	0.8952766250893373	0	0	0	0.9114366830870212	0.644965726790284	0.8940054805522983	1	0.9651471692237976	0.9424126707052872	0.9771679320909128	1	0.9941728704812756	1
SMCO4	0	0	0	0	0	0	0	0	0	0.6390724389662261	0.9493537660201532	0.8940527832804548	1	0.8436482228604709	0.9591419693858428	0.9771679320909128	1	0.9941781691871164	1
KRT2	0	1	0	0	0	0.7569268237599339	0	0	0	0.773528989683876	0.7062291113217423	0.8941383151815547	1	0.9019278875382072	0.9424126707052872	0.9771679320909128	1	0.9941877438532086	1
CTB-54O9.9	0	0	0	0	0	0	0	0	0	0.6457643970652752	0.9109521044543496	0.8941528701450544	1	0.8457493752275378	0.9424126707052872	0.9771679320909128	1	0.9941893723594863	1
C10orf129	0	1	0	0	0	1.457621832980291	0	0	0	0.7254647508777836	0.7523007717539782	0.8941842101127536	1	0.8775166402863971	0.9424126707052872	0.9771679320909128	1	0.9941928780795504	1
SLC5A4	0	1	0	0	0	0.829843413447271	0	0	0	0.849424342978157	0.6643211936356828	0.8942951178575552	1	0.935929225889874	0.9424126707052872	0.9771679320909128	1	0.9942052755091736	1
PTPN7	0	1	0	0	0	1.3301549964769694	0	0	0	0.7874732019275577	0.6987177397700569	0.8943142141337312	1	0.9091631870664028	0.9424126707052872	0.9771679320909128	1	0.9942074087307384	1
ZNF90	1	1	0	0	0	0.7299806971566462	0	0	0	0.7434533225458193	0.7320242511178088	0.8943286736293552	1	0.8870707008103148	0.9424126707052872	0.9771679320909128	1	0.9942090237119716	1
TRAK1	0	2	0	0	0	1.1559176883936586	0	0	0	0.8448261736547918	0.6680690441313486	0.8943288521922264	1	0.9342119325722212	0.9424126707052872	0.9771679320909128	1	0.9942090436541992	1
AFP	2	1	0	0	0	1.3762130860518231	0	0	0	0.7639170290033581	0.7160956432047546	0.8943529290775181	1	0.8970734980367863	0.9424126707052872	0.9771679320909128	1	0.9942117322782564	1
AATF	1	1	0	0	0	0.912929814124331	0	0	0	0.9272264341059492	0.6425623964845771	0.8943696447092446	1	0.9706305353215932	0.9424126707052872	0.9771679320909128	1	0.9942135985026735	1
CXorf36	0	1	0	0	0	1.5500282548333928	0	0	0	0.6856951539929206	0.8083585837483613	0.8944368184528042	1	0.8619514020204042	0.9424126707052872	0.9771679320909128	1	0.9942210949959728	1
CYP1A1	0	1	0	0	0	0.7400821654289539	0	0	0	0.7549103426593892	0.7218754677451245	0.8944508019410672	1	0.8926427049733883	0.9424126707052872	0.9771679320909128	1	0.994222654898766	1
VAMP1	0	0	0	0	0	0	0	0	0	0.6617790908687537	0.8587275984752192	0.8945018514042726	1	0.8520881341092754	0.9424126707052872	0.9771679320909128	1	0.994228347773686	1
NPPC	0	0	0	0	0	0	0	0	0	0.6468731753346462	0.909870733646082	0.8946495390255618	1	0.8459811106383963	0.9424126707052872	0.9771679320909128	1	0.9942448010250556	1
KLHL14	0	1	0	0	0	0.8156814324365435	0	0	0	0.8352637289153234	0.6710859822269467	0.8946673920530703	1	0.9306871066516372	0.9424126707052872	0.9771679320909128	1	0.9942467883033252	1
SCT	0	0	0	0	0	0	0	0	0	0.647909253017391	0.9056036747544174	0.8946826053892535	1	0.8462763597798664	0.9424126707052872	0.9771679320909128	1	0.9942484814678728	1
ELMO2	1	1	0	0	0	0.97090215885775355	0	0	0	0.976612105076044	0.6376855922237223	0.8947187145525659	1	0.9909350657638678	0.9424126707052872	0.9771679320909128	1	0.9942524991927406	1
C11orf42	0	1	0	0	0	1.45666244640623	0	0	0	0.725899037467614	0.7532456760050072	0.8947196774802609	1	0.8777506745180849	0.9424126707052872	0.9771679320909128	1	0.9942526063139764	1
PPP1R14A	0	0	0	0	0	0	0	0	0	0.6463866982505456	0.9126796771931222	0.8947240317530117	1	0.8458882843158159	0.9424126707052872	0.9771679320909128	1	0.9942530906936662	1
TM9SF2	0	1	0	0	0	1.400523938019466	0	0	0	0.7521365031264302	0.7270127189898046	0.8947301100253704	1	0.8914947501934517	0.9424126707052872	0.9771679320909128	1	0.9942537668197494	1
TBC1D24	0	2	0	0	0	1.3243391060379517	0	0	0	0.7099526335849055	0.7731048101596478	0.8947491158635308	1	0.8724895094545948	0.9424126707052872	0.9771679320909128	1	0.9942558806973124	1
FUT8	0	1	0	0	0	1.0441450498098348	0	0	0	0.9661935638100932	0.6388089421118717	0.8947902840565478	1	0.9874261031073917	0.9424126707052872	0.9771679320909128	1	0.994260458143919	1
CNFN	0	0	0	0	0	0	0	0	0	0.6500682202902243	0.8976588815633396	0.8947978250594069	1	0.8470701663282266	0.9424126707052872	0.9771679320909128	1	0.99426129641457	1
